,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_tot_gas_heat,num_mhh_age,num_hh_ann_incm
0,2016_HS1101000001,2016_HH13110253,1,1,3,9,4,1,5,125.4,4,1,2,12,1,3,4,5,1,14787.63,11817.19,45,42000000
1,2016_HS1101000002,2016_HH14110053,1,1,2,2,4,3,5,99.0,3,1,2,20,1,3,4,3,3,15669.59,12839.33,55,66000000
2,2016_HS1101000003,2016_HH14110054,1,1,1,1,6,1,4,105.6,3,1,1,10,1,3,4,4,1,10811.384375,6819.264375,55,12000000
3,2016_HS1101000004,2016_HH14110055,1,1,2,1,6,3,3,158.39999999999998,3,1,1,15,1,3,4,4,1,9699.294732,8133.234732,45,25000000
4,2016_HS1101000006,2016_HH14110056,1,1,1,1,6,1,6,148.5,4,1,2,8,1,3,5,4,1,16089.62,12954.06,55,66000000
5,2016_HS1101000007,2016_HH14110057,1,1,1,1,5,2,3,62.7,3,1,1,10,1,3,4,3,1,11562.120322,8289.820322,55,54000000
6,2016_HS1101000008,2016_HH14110058,1,1,1,2,5,1,3,115.5,3,1,1,8,1,3,4,4,3,14162.99,10649.03,55,54000000
7,2016_HS1102000001,2016_HH13110255,1,1,2,2,5,2,4,99.0,2,1,1,10,1,3,4,4,3,15608.88,12057.08,55,42000000
8,2016_HS1102000002,2016_HH13110256,1,1,3,11,4,3,4,112.2,3,1,1,18,1,1,4,4,1,12356.08,9094.96,35,78000000
9,2016_HS1102000003,2016_HH11110023,1,1,1,1,5,1,2,122.1,4,1,2,5,1,3,4,3,5,12259.73,9418.29,67,54000000
10,2016_HS1102000004,2016_HH13110257,1,1,1,1,6,1,2,102.3,2,1,1,7,1,3,4,2,5,16839.22,14309.96,67,42000000
11,2016_HS1102000005,2016_HH13110258,1,1,1,1,5,1,1,79.19999999999999,4,1,2,6,1,3,4,6,3,10880.47,7478.31,55,25000000
12,2016_HS1103000001,2016_HH13110233,1,1,3,1,5,2,5,112.2,3,1,2,10,1,3,4,6,2,17831.134312,12679.734312,45,66000000
13,2016_HS1103000002,2016_HH11110020,1,1,1,2,4,2,3,82.5,3,1,2,8,1,1,4,1,5,8204.43,5058.55,67,12000000
14,2016_HS1103000004,2016_HH12110025,1,1,1,2,5,2,4,75.89999999999999,3,1,2,8,1,3,4,5,1,16488.71,10920.21,45,18000000
15,2016_HS1103000005,2016_HH11110021,1,1,1,1,5,2,4,125.4,4,1,2,6,1,1,4,5,1,8136.007293,4890.367293,55,54000000
16,2016_HS1103000006,2016_HH12110026,1,1,1,1,5,2,4,75.89999999999999,3,1,2,8,1,1,4,1,5,3343.429607,1814.349607,67,12000000
17,2016_HS1103000007,2016_HH11110022,1,1,1,1,5,2,3,59.4,2,1,1,8,1,1,4,3,3,8357.52,5548.76,67,25000000
18,2016_HS1103000008,2016_HH13110234,1,1,3,17,3,1,4,82.5,3,1,1,10,3,3,4,4,1,9882.4292814,469.35,45,42000000
19,2016_HS1103000009,2016_HH12110027,1,1,1,1,5,4,1,66.0,2,1,1,8,2,1,3,4,5,9871.26,0.0,67,54000000
20,2016_HS1104000001,2016_HH11110012,1,1,1,2,5,4,4,89.1,3,1,1,10,1,3,4,3,1,10239.368263,5870.568263,35,54000000
21,2016_HS1104000002,2016_HH11110013,1,1,1,1,5,4,4,85.8,3,1,1,8,1,3,4,3,5,9296.089663,6882.069663,67,12000000
22,2016_HS1104000003,2016_HH11110014,1,1,1,2,5,4,4,46.2,2,1,1,3,1,3,4,5,5,8548.341822,5599.401822,55,18000000
23,2016_HS1104000004,2016_HH13110171,1,1,1,2,5,2,4,85.8,3,1,1,10,1,3,4,3,1,14319.289554,10385.649554,35,42000000
24,2016_HS1104000005,2016_HH13110172,1,1,1,3,5,2,5,75.89999999999999,3,1,1,8,1,3,4,4,1,8565.5613855,5380.460477,45,42000000
25,2016_HS1104000006,2016_HH11110015,1,1,1,2,5,3,4,75.89999999999999,3,1,1,10,1,3,4,4,1,12080.63,9397.43,55,25000000
26,2016_HS1104000007,2016_HH12110009,1,1,1,1,5,1,4,59.4,2,1,1,7,1,3,4,1,1,8084.46,5507.04,35,42000000
27,2016_HS1104000008,2016_HH11110016,1,1,1,1,5,2,4,79.19999999999999,3,1,1,8,1,3,4,3,1,12624.18,9971.08,45,42000000
28,2016_HS1104000009,2016_HH12110010,1,1,1,2,5,1,1,92.4,4,1,1,10,1,3,4,4,5,6851.06485,4045.74485,55,12000000
29,2016_HS1104000010,2016_HH12110011,1,1,1,1,5,4,4,99.0,3,1,1,4,1,3,4,2,5,13120.9,10263.12,55,42000000
30,2016_HS1104000011,2016_HH11110017,1,1,1,1,5,2,4,92.4,3,1,2,10,1,1,4,1,2,6800.98,4902.1,45,18000000
31,2016_HS1104000012,2016_HH11110018,1,1,1,2,5,2,3,92.4,3,1,1,10,1,1,4,4,5,13017.58755,8831.96755,55,18000000
32,2016_HS1104000013,2016_HH13110173,1,1,3,2,3,4,5,79.19999999999999,3,1,1,8,1,3,4,3,1,10782.446891,7580.666891,55,54000000
33,2016_HS1104000014,2016_HH14110032,1,1,2,1,6,2,2,79.19999999999999,3,1,1,4,1,3,4,3,2,12552.32,10659.46,67,66000000
34,2016_HS1104000015,2016_HH13110174,1,1,1,2,4,2,4,75.89999999999999,3,1,1,16,1,3,4,3,1,12346.4,9971.08,45,42000000
35,2016_HS1104000016,2016_HH13110175,1,1,3,23,5,1,5,108.9,3,1,2,10,1,3,4,4,1,18127.45079,14400.21079,45,78000000
36,2016_HS1105000001,2016_HH13110055,1,1,3,18,2,3,5,112.2,3,1,2,14,1,3,4,4,1,13422.21931,10945.41931,55,96000000
37,2016_HS1105000002,2016_HH13110056,1,1,3,5,2,3,5,82.5,3,1,1,7,1,3,4,4,1,10218.81,7937.23,35,42000000
38,2016_HS1105000003,2016_HH13110057,1,1,1,2,5,2,3,66.0,3,1,1,8,1,3,4,5,1,10583.666333,7987.326333,45,42000000
39,2016_HS1105000004,2016_HH13110058,1,1,3,10,2,3,5,108.9,3,1,2,12,1,3,4,4,1,4337.9367032,1545.5167032,45,66000000
40,2016_HS1105000005,2016_HH13110059,1,1,1,1,5,1,5,79.19999999999999,2,1,1,8,1,1,4,3,1,8228.68,7113.26,45,66000000
41,2016_HS1105000006,2016_HH13110060,1,1,3,3,2,1,4,72.6,2,1,1,10,1,3,4,4,3,6565.502151,4285.642151,45,78000000
42,2016_HS1105000007,2016_HH13110061,1,1,3,7,4,1,5,105.6,3,1,2,12,1,3,4,3,1,13008.474339,10124.894339,35,42000000
43,2016_HS1105000008,2016_HH13110062,1,1,3,19,5,1,4,122.1,3,1,2,10,1,1,4,4,1,14842.31,12109.23,45,66000000
44,2016_HS1105000009,2016_HH11110002,1,1,1,1,5,1,1,85.8,3,1,2,8,2,1,3,1,1,10384.63,0.0,35,18000000
45,2016_HS1105000010,2016_HH11110003,1,1,1,2,5,1,1,79.19999999999999,3,1,2,8,2,3,3,5,3,9175.32,0.0,45,42000000
46,2016_HS1105000011,2016_HH11110004,1,1,1,1,5,3,2,72.6,3,1,2,10,2,3,3,1,1,13253.23,0.0,45,25000000
47,2016_HS1105000012,2016_HH11110005,1,1,1,1,5,3,1,42.9,1,1,1,2,2,3,3,2,1,10534.85,0.0,35,42000000
48,2016_HS1105000013,2016_HH11110006,1,1,1,1,5,3,1,42.9,2,1,1,3,2,3,3,5,1,20073.85,0.0,35,25000000
49,2016_HS1106000001,2016_HH13110105,1,1,3,14,4,2,6,95.7,3,1,2,16,1,3,4,4,1,10612.975235,7330.355235,35,54000000
50,2016_HS1106000002,2016_HH13110106,1,1,3,7,2,1,5,108.9,3,1,2,12,1,3,4,3,1,14822.23,10857.63,55,54000000
51,2016_HS1106000003,2016_HH13110107,1,1,3,25,2,1,5,49.5,2,1,1,7,1,3,4,4,1,4885.697622,2940.377622,45,42000000
52,2016_HS1106000004,2016_HH13110108,1,1,3,3,4,1,5,108.9,3,1,2,10,1,3,4,4,1,9945.359032,8133.339032,45,42000000
53,2016_HS1106000005,2016_HH13110109,1,1,2,1,5,1,3,49.5,2,1,1,3,1,1,4,1,5,3207.1556405,2409.33,67,12000000
54,2016_HS1106000006,2016_HH13110110,1,1,3,10,2,1,4,75.89999999999999,3,1,1,10,1,3,4,4,1,10776.879416,7361.819416,45,54000000
55,2016_HS1106000007,2016_HH13110111,1,1,3,3,4,2,5,105.6,3,1,2,10,1,3,4,3,1,8764.031529,5151.171529,35,54000000
56,2016_HS1106000008,2016_HH13110112,1,1,2,2,4,4,4,66.0,2,1,1,6,1,3,4,4,1,11257.235034,9165.715034,45,18000000
57,2016_HS1106000009,2016_HH13110113,1,1,3,6,2,3,5,102.3,3,1,2,10,1,3,4,3,1,11121.29,8458.73,35,42000000
58,2016_HS1106000010,2016_HH13110114,1,1,1,5,5,3,4,79.19999999999999,3,1,1,10,1,3,4,4,3,15460.202766,13117.562766,45,78000000
59,2016_HS1106000011,2016_HH13110115,1,1,3,11,3,1,5,141.9,4,1,2,22,1,3,4,6,1,26255.168221,22577.808221,45,66000000
60,2016_HS1106000012,2016_HH15110007,1,1,3,11,4,2,5,79.19999999999999,3,1,1,6,1,3,4,4,1,18948.824515,15937.964515,55,54000000
61,2016_HS1106000013,2016_HH13110116,1,1,3,3,4,3,6,108.9,3,1,2,10,1,1,4,3,1,14153.236347,11297.176347,45,42000000
62,2016_HS1106000014,2016_HH13110117,1,1,3,11,4,4,5,82.5,3,1,1,10,1,3,4,4,1,18933.455991,16609.735991,55,78000000
63,2016_HS1106000015,2016_HH13110118,1,1,3,14,4,1,5,108.9,3,1,2,12,1,3,4,4,4,9577.26,6633.48,45,42000000
64,2016_HS1106000016,2016_HH13110119,1,1,3,16,3,1,5,79.19999999999999,2,1,1,8,1,3,4,3,1,14793.852481,11718.492481,45,42000000
65,2016_HS1106000017,2016_HH13110120,1,1,3,8,2,1,5,151.79999999999998,4,1,2,18,1,1,4,4,1,13832.349005,10281.409005,45,25000000
66,2016_HS1106000018,2016_HH13110121,1,1,3,20,3,1,5,145.2,4,1,2,20,1,1,4,2,3,5229.772196,1011.472196,67,54000000
67,2016_HS1106000019,2016_HH13110122,1,1,1,1,5,2,3,148.5,4,1,2,11,1,3,4,4,1,11775.88,9449.58,45,54000000
68,2016_HS1106000020,2016_HH12110008,1,1,2,2,4,2,1,39.6,2,0,1,6,5,3,3,3,2,17157.35,0.0,67,18000000
69,2016_HS1107000001,2016_HH13110260,1,1,3,3,3,3,5,102.3,3,1,2,10,1,3,4,4,1,12413.67,8521.31,45,66000000
70,2016_HS1107000002,2016_HH13110261,1,1,3,2,4,3,5,72.6,3,1,2,6,1,3,4,5,1,12100.175343,8206.306269,35,54000000
71,2016_HS1107000003,2016_HH13110262,1,1,1,1,5,1,2,99.0,3,1,1,8,1,3,5,4,5,9502.34,7113.26,55,42000000
72,2016_HS1107000004,2016_HH13110263,1,1,1,1,6,1,2,56.1,2,1,1,6,1,3,4,4,1,4948.0277316,1999.9477316,35,25000000
73,2016_HS1107000005,2016_HH12110028,1,1,2,2,3,4,5,56.1,2,1,1,7,1,3,4,3,5,11613.407001,8519.127001,55,25000000
74,2016_HS1107000006,2016_HH12110029,1,1,2,2,4,4,5,89.1,2,1,1,8,1,3,4,4,5,12730.48,10346.56,55,25000000
75,2016_HS1107000007,2016_HH12110030,1,1,1,2,3,4,5,69.3,2,1,1,8,1,3,4,4,5,6919.078766,4723.498766,67,18000000
76,2016_HS1107000008,2016_HH13110264,1,1,3,15,2,1,6,108.9,3,1,2,14,1,1,4,3,1,14213.31,11587.73,35,54000000
77,2016_HS1107000009,2016_HH13110265,1,1,3,5,2,1,4,105.6,3,1,2,12,1,3,4,4,3,11279.59,7812.07,35,66000000
78,2016_HS1108000001,2016_HH12110012,1,1,1,1,5,3,1,125.4,4,1,2,6,2,3,3,1,1,16843.85,0.0,67,42000000
79,2016_HS1108000002,2016_HH13110176,1,1,1,1,6,3,6,132.0,3,1,2,8,1,1,4,4,2,17913.275025,12317.83,67,42000000
80,2016_HS1108000003,2016_HH13110177,1,1,3,6,2,2,4,79.19999999999999,3,1,1,8,1,3,4,3,3,5554.117082,3263.937082,35,54000000
81,2016_HS1108000004,2016_HH13110178,1,1,3,20,5,2,5,108.9,3,1,2,14,1,3,4,3,3,13547.09,10961.93,45,66000000
82,2016_HS1108000005,2016_HH12110013,1,1,1,1,4,3,3,79.19999999999999,2,1,1,8,1,3,4,3,5,11979.571109,8341.771109,67,18000000
83,2016_HS1108000006,2016_HH14110033,1,1,2,1,3,1,4,36.3,2,1,1,4,1,1,4,3,1,11758.49,9105.39,45,25000000
84,2016_HS1108000007,2016_HH13110179,1,1,2,2,5,3,5,52.8,2,0,1,6,1,3,4,3,3,16354.452382,15088.532382,55,42000000
85,2016_HS1108000008,2016_HH13110180,1,1,1,2,4,1,5,69.3,2,1,1,14,1,1,4,4,3,4797.42506,2617.32506,55,54000000
86,2016_HS1108000009,2016_HH12110014,1,1,1,2,4,1,1,56.1,2,1,1,5,1,1,4,2,5,8092.244347,5390.984347,67,12000000
87,2016_HS1108000010,2016_HH12110015,1,1,1,1,5,2,2,75.89999999999999,4,1,1,6,1,3,4,5,1,15393.244641,11355.544641,35,25000000
88,2016_HS1108000011,2016_HH12110016,1,1,1,1,5,2,2,42.9,2,1,1,3,1,1,4,5,1,11431.52,9741.62,55,54000000
89,2016_HS1108000012,2016_HH16110013,1,1,3,9,3,2,5,108.9,3,1,2,5,1,2,4,2,4,8193.036982,5005.016982,67,25000000
90,2016_HS1108000013,2016_HH14110034,1,1,3,7,5,3,3,59.4,2,1,1,8,1,1,4,1,2,4515.31549,2450.45549,55,18000000
91,2016_HS1108000014,2016_HH13110181,1,1,3,1,5,2,4,105.6,3,1,2,12,1,3,4,3,1,20515.01,17178.21,45,42000000
92,2016_HS1108000015,2016_HH13110182,1,1,2,3,5,3,4,56.1,2,1,1,4,1,3,4,4,3,13790.68,10492.58,55,25000000
93,2016_HS1108000016,2016_HH13110183,1,1,1,1,6,2,5,178.2,3,1,2,14,1,3,4,4,3,15962.199097,12502.419097,45,90000000
94,2016_HS1108000017,2016_HH13110184,1,1,2,2,5,2,4,85.8,3,1,1,6,1,3,4,4,1,15463.305639,14327.245639,35,25000000
95,2016_HS1108000018,2016_HH13110185,1,1,2,2,5,2,3,66.0,2,1,1,10,1,2,3,2,3,7441.9275621,0.0,67,18000000
96,2016_HS1108000019,2016_HH13110186,1,1,2,3,5,2,4,59.4,2,1,1,7,1,3,4,3,1,6503.77,4119.85,35,42000000
97,2016_HS1108000020,2016_HH13110187,1,1,2,1,5,2,4,39.6,2,1,1,6,1,1,4,1,3,15885.384759,15088.532382,35,25000000
98,2016_HS1108000021,2016_HH13110188,1,1,1,1,6,1,3,66.0,2,1,1,12,2,3,3,4,1,10622.7,0.0,55,54000000
99,2016_HS1108000022,2016_HH13110189,1,1,2,1,5,1,5,59.4,2,1,1,8,1,3,4,4,1,9688.56,7238.42,45,78000000
100,2016_HS1108000023,2016_HH13110190,1,1,2,1,5,3,4,92.4,3,1,2,10,1,3,5,4,3,13568.33,9877.21,45,25000000
101,2016_HS1108000025,2016_HH13110192,1,1,1,1,5,2,4,112.2,3,1,1,10,1,3,4,4,3,13645.21,10398.71,35,66000000
102,2016_HS1108000026,2016_HH13110193,1,1,1,2,5,4,3,82.5,3,1,1,12,1,3,4,4,3,14344.425115,11149.67,45,66000000
103,2016_HS1108000027,2016_HH13110194,1,1,3,5,4,2,5,141.9,3,1,2,11,1,3,5,4,1,12661.99,8500.45,55,54000000
104,2016_HS1108000028,2016_HH15110008,1,1,3,2,4,3,4,82.5,3,1,1,8,1,1,4,3,1,25514.32153,22493.14153,55,42000000
105,2016_HS1108000029,2016_HH13110195,1,1,3,15,2,2,5,82.5,3,1,1,10,1,3,4,2,1,2467.6414379,800.96143788,35,78000000
106,2016_HS1108000030,2016_HH13110196,1,1,2,2,4,1,4,105.6,3,1,1,10,1,3,3,5,1,9587.52,0.0,55,54000000
107,2016_HS1108000031,2016_HH14110035,1,1,1,1,6,4,1,39.6,2,0,1,6,5,1,3,1,5,28670.31,0.0,67,12000000
108,2016_HS1108000032,2016_HH14110036,1,1,1,1,6,3,1,56.1,2,1,1,6,5,1,3,1,5,12233.02,0.0,67,12000000
109,2016_HS1108000033,2016_HH14110037,1,1,1,1,6,4,1,85.8,3,0,1,6,2,1,3,1,5,13461.62,0.0,67,12000000
110,2016_HS1108000034,2016_HH14110038,1,1,1,1,6,4,1,52.8,2,1,1,8,5,1,3,2,5,29289.41,0.0,67,18000000
111,2016_HS1108000035,2016_HH14110039,1,1,1,1,6,4,1,59.4,3,1,1,8,5,1,3,2,2,18951.99,0.0,67,12000000
112,2016_HS1108000036,2016_HH14110040,1,1,1,1,6,4,1,132.0,3,1,1,6,5,3,3,3,1,21661.6,0.0,55,42000000
113,2016_HS1108000037,2016_HH14110041,1,1,1,1,6,3,1,132.0,3,1,1,8,5,1,3,4,2,24900.58,0.0,67,25000000
114,2016_HS1108000038,2016_HH13110197,1,1,2,2,5,2,4,75.89999999999999,3,1,1,10,1,1,4,5,3,13287.25,11358.27,45,54000000
115,2016_HS1108000039,2016_HH13110198,1,1,3,11,4,2,5,79.19999999999999,3,1,2,8,1,1,4,3,1,13883.346471,11480.506471,35,42000000
116,2016_HS1108000040,2016_HH13110199,1,1,3,4,3,2,5,108.9,3,1,2,10,1,3,4,4,3,11024.97,8458.73,45,96000000
117,2016_HS1108000041,2016_HH13110200,1,1,3,11,2,2,5,102.3,3,1,2,20,1,3,4,4,1,10758.4,8135.4,35,66000000
118,2016_HS1109000001,2016_HH13110030,1,1,3,13,4,3,6,145.2,4,1,2,16,1,3,4,4,1,17637.46,13183.52,55,25000000
119,2016_HS1109000002,2016_HH13110031,1,1,1,1,6,2,3,39.6,2,1,1,4,1,3,4,2,1,14513.87,10649.03,55,54000000
120,2016_HS1109000003,2016_HH14110001,1,1,3,2,2,3,5,102.3,3,1,2,14,1,3,4,4,1,16405.13,14737.59,45,42000000
121,2016_HS1109000005,2016_HH13110033,1,1,2,4,5,4,3,92.4,3,1,1,8,1,3,4,4,1,13148.25,9105.39,55,54000000
122,2016_HS1109000006,2016_HH14110002,1,1,2,3,5,2,4,85.8,3,1,1,7,1,3,4,4,3,11985.12,8740.34,45,42000000
123,2016_HS1109000007,2016_HH14110003,1,1,2,2,5,4,4,82.5,3,1,1,12,1,3,4,3,1,6832.98,3859.1,55,54000000
124,2016_HS1110000001,2016_HH14110021,1,1,3,10,3,2,5,92.4,3,1,2,7,1,3,4,3,3,14155.42,10909.78,55,54000000
125,2016_HS1110000002,2016_HH14110022,1,1,2,4,4,1,6,99.0,3,1,2,10,1,3,4,2,1,10963.720092,8210.8600925,35,25000000
126,2016_HS1110000003,2016_HH13110102,1,1,3,6,4,1,5,92.4,3,1,1,8,1,3,4,4,1,10606.4,8156.26,35,78000000
127,2016_HS1110000004,2016_HH13110103,1,1,3,3,2,2,4,56.1,2,1,1,4,3,3,4,4,3,9490.4237006,615.37,35,42000000
128,2016_HS1110000005,2016_HH13110104,1,1,3,13,4,1,5,108.9,3,1,2,10,3,1,4,3,3,12540.468814,417.2,55,54000000
129,2016_HS1110000006,2016_HH14110023,1,1,3,13,2,1,4,59.4,2,1,1,10,1,1,4,4,1,10315.67,7499.17,67,66000000
130,2016_HS1110000007,2016_HH14110024,1,1,3,15,5,1,4,59.4,2,1,1,3,1,1,4,3,1,8867.92,6404.02,67,42000000
131,2016_HS1110000008,2016_HH16110009,1,1,2,4,4,2,4,85.8,3,1,1,8,1,3,4,3,1,6256.96,2816.1,55,54000000
132,2016_HS1111000001,2016_HH13110083,1,1,3,18,4,2,4,125.4,4,1,2,22,1,3,4,3,1,11018.48,7843.36,55,78000000
133,2016_HS1111000002,2016_HH13110084,1,1,1,3,5,1,4,115.5,3,1,2,12,1,3,4,4,1,9353.66,6633.48,55,66000000
134,2016_HS1111000003,2016_HH13110085,1,1,3,5,2,1,4,82.5,3,1,1,7,1,1,4,1,5,9639.45,7311.43,55,18000000
135,2016_HS1111000004,2016_HH13110086,1,1,3,13,2,2,4,82.5,3,1,1,10,1,1,4,4,1,8724.38,4943.82,55,54000000
136,2016_HS1111000005,2016_HH13110087,1,1,3,9,4,1,4,138.6,3,1,2,12,1,3,4,5,1,12339.79,8855.07,67,54000000
137,2016_HS1111000006,2016_HH13110088,1,1,3,6,3,1,5,118.8,3,1,2,10,1,3,4,4,1,22813.59,19931.73,55,90000000
138,2016_HS1111000007,2016_HH13110089,1,1,3,6,2,1,4,118.8,3,1,2,10,1,3,4,4,3,8214.82,5799.08,55,42000000
139,2016_HS1111000008,2016_HH13110090,1,1,3,13,2,1,5,108.9,3,1,2,14,3,3,4,4,1,8456.857497,907.41,45,66000000
140,2016_HS1111000009,2016_HH13110091,1,1,3,14,2,1,4,85.8,2,1,1,8,3,1,4,6,1,6582.8179281,907.41,45,78000000
141,2016_HS1111000010,2016_HH13110092,1,1,3,15,5,1,5,79.19999999999999,2,1,1,6,3,3,4,4,1,6469.359018,604.94,45,25000000
142,2016_HS1111000011,2016_HH15110006,1,1,3,5,2,1,3,42.9,1,1,1,12,3,1,4,1,1,4356.9438657,767.62187767,55,18000000
143,2016_HS1111000012,2016_HH13110093,1,1,3,5,3,2,4,85.8,2,1,1,7,3,3,4,3,1,11998.459545,229.46,35,25000000
144,2016_HS1111000013,2016_HH12110007,1,1,3,2,4,4,2,59.4,2,1,1,7,5,3,3,1,1,18667.88,0.0,67,25000000
145,2016_HS1111000014,2016_HH13110094,1,1,3,17,4,3,5,108.9,3,1,2,14,1,3,4,4,3,17278.97,14174.37,67,96000000
146,2016_HS1111000015,2016_HH13110095,1,1,3,7,2,2,5,155.1,4,1,2,18,1,3,4,4,1,11177.62,8010.24,45,90000000
147,2016_HS1111000016,2016_HH13110096,1,1,3,13,3,1,5,69.3,2,1,1,6,3,1,4,3,1,15700.309844,1606.22,35,42000000
148,2016_HS1111000017,2016_HH13110097,1,1,3,4,2,3,4,69.3,3,1,1,8,3,1,4,4,1,6492.2867042,1927.8467042,55,54000000
149,2016_HS1111000018,2016_HH13110098,1,1,3,7,2,3,4,82.5,3,1,1,8,3,1,4,3,1,9919.5580838,792.68,45,66000000
150,2016_HS1111000019,2016_HH13110099,1,1,3,9,4,3,5,108.9,3,1,2,18,1,3,4,4,4,8716.57,5997.25,67,78000000
151,2016_HS1111000020,2016_HH16110008,1,1,3,6,3,1,4,59.4,2,1,1,3,1,3,4,1,5,3228.77,928.27,67,18000000
152,2016_HS1111000021,2016_HH14110007,1,1,3,1,5,3,4,72.6,2,1,1,3,3,1,4,4,1,4456.7560376,1671.6760376,55,42000000
153,2016_HS1111000022,2016_HH14110008,1,1,3,2,5,3,3,39.6,1,0,1,1,2,1,3,1,5,9910.3,0.0,67,12000000
154,2016_HS1111000023,2016_HH14110009,1,1,2,1,4,4,3,39.6,2,0,1,0,2,1,3,2,2,11281.46,0.0,67,12000000
155,2016_HS1111000024,2016_HH14110010,1,1,1,1,6,1,1,26.4,2,0,1,1,5,1,3,1,5,22424.33,0.0,67,12000000
156,2016_HS1111000025,2016_HH14110011,1,1,1,1,5,1,3,39.6,2,0,1,0,5,1,3,2,5,14133.45,0.0,67,12000000
157,2016_HS1111000026,2016_HH14110012,1,1,1,1,5,3,3,33.0,2,0,1,0,5,1,3,2,2,13829.46,0.0,67,12000000
158,2016_HS1111000027,2016_HH14110013,1,1,1,1,6,3,1,33.0,2,0,1,2,1,1,3,2,2,4746.72,0.0,67,18000000
159,2016_HS1111000028,2016_HH14110014,1,1,1,1,6,1,1,39.6,2,0,1,2,5,1,3,1,5,18827.49,0.0,67,12000000
160,2016_HS1111000029,2016_HH14110015,1,1,1,1,6,1,1,33.0,2,0,1,1,5,1,3,1,5,23122.51,0.0,67,12000000
161,2016_HS1111000030,2016_HH14110016,1,1,1,1,6,1,1,29.7,2,0,1,2,5,1,3,1,5,25911.6,0.0,67,12000000
162,2016_HS1111000031,2016_HH14110017,1,1,1,1,6,3,1,36.3,2,0,1,2,5,1,3,2,2,27839.78,0.0,67,18000000
163,2016_HS1111000032,2016_HH14110018,1,1,1,1,6,3,1,36.3,2,0,1,2,5,1,3,2,2,18101.18,0.0,67,18000000
164,2016_HS1111000033,2016_HH14110019,1,1,1,1,6,3,3,29.7,1,0,1,1,2,1,3,1,5,11367.42,0.0,67,12000000
165,2016_HS1111000034,2016_HH14110020,1,1,1,1,5,3,3,39.6,2,0,1,1,5,1,3,2,5,17446.84,0.0,67,12000000
166,2016_HS1111000035,2016_HH13110100,1,1,3,3,3,3,5,102.3,3,1,1,16,1,3,4,4,4,11158.34,8302.28,67,78000000
167,2016_HS1111000036,2016_HH13110101,1,1,3,15,2,1,4,105.6,3,1,2,12,3,1,4,4,1,4081.0168383,959.56,45,54000000
168,2016_HS1112000001,2016_HH13110235,1,1,2,1,5,2,4,42.9,2,1,1,5,1,3,4,4,3,10658.48,7467.88,45,42000000
169,2016_HS1112000002,2016_HH14110045,1,1,1,1,6,3,2,118.8,4,1,1,6,1,3,4,3,3,18020.26,14497.7,35,66000000
170,2016_HS1112000003,2016_HH14110046,1,1,2,1,6,2,4,99.0,3,1,2,5,1,3,4,4,3,18713.093971,15777.053971,55,54000000
171,2016_HS1112000005,2016_HH13110237,1,1,2,2,3,2,5,89.1,3,1,2,8,1,3,4,4,3,11931.31,8938.51,55,42000000
172,2016_HS1112000006,2016_HH13110238,1,1,1,2,4,1,4,99.0,3,1,1,15,1,1,4,4,1,5212.601666,3774.681666,45,42000000
173,2016_HS1112000007,2016_HH13110239,1,1,2,1,6,4,6,132.0,3,1,2,10,1,3,4,4,1,11856.637017,9186.409197,45,66000000
174,2016_HS1112000008,2016_HH14110047,1,1,1,1,6,2,3,118.8,3,1,1,4,1,3,4,5,1,15129.911355,12713.311355,45,25000000
175,2016_HS1112000009,2016_HH13110240,1,1,2,5,5,1,6,99.0,3,1,1,4,1,3,4,4,1,6609.1221557,3420.234804,35,54000000
176,2016_HS1112000010,2016_HH13110241,1,1,3,3,4,4,4,79.19999999999999,3,1,2,6,1,3,4,5,3,9117.512792,6339.712792,45,96000000
177,2016_HS1112000011,2016_HH14110048,1,1,2,1,6,1,3,82.5,3,1,1,16,1,3,4,4,1,12789.32551,9885.10551,45,42000000
178,2016_HS1112000012,2016_HH13110242,1,1,1,1,5,3,5,59.4,2,1,1,4,1,3,4,4,1,9031.530084,7090.510084,45,54000000
179,2016_HS1112000013,2016_HH13110243,1,1,2,2,2,1,5,125.4,3,1,2,6,1,3,4,4,1,14513.62,11848.48,45,42000000
180,2016_HS1112000014,2016_HH13110244,1,1,3,3,4,2,5,145.2,4,1,2,20,1,3,4,5,3,7956.889516,4108.389516,55,54000000
181,2016_HS1112000015,2016_HH13110245,1,1,2,3,3,2,5,59.4,2,1,1,4,1,3,4,2,1,14004.187267,11198.867267,35,25000000
182,2016_HS1112000016,2016_HH14110049,1,1,2,1,6,2,5,99.0,3,1,2,6,1,1,4,4,4,6063.8719167,3339.3919167,45,42000000
183,2016_HS1112000017,2016_HH14110050,1,1,3,19,2,4,4,75.89999999999999,3,1,1,4,1,2,4,4,1,18644.781762,14737.801762,35,66000000
184,2016_HS1112000018,2016_HH14110051,1,1,3,2,4,4,4,108.9,3,1,2,10,1,1,4,4,1,26473.03,23206.75,45,66000000
185,2016_HS1112000019,2016_HH14110052,1,1,1,3,4,3,5,92.4,3,1,1,8,1,1,4,4,1,11252.88,8051.96,35,66000000
